,name,price,status,date,images
10,['2020 Topps Chrome Luis Robert #60'],['$165'],Sold,"['Jan', '14,', '2021']","['https://s3.amazonaws.com/s3.myslabs.com/media/CUWLWRY_1610587451_front.jpeg', 'https://s3.amazonaws.com/s3.myslabs.com/media/CUWLWRY_1610587451_back.jpeg']"
11,['Michael Porter Jr.'],['$260'],Sold,"['Jan', '14,', '2021']","['https://s3.amazonaws.com/s3.myslabs.com/media/KJZGJAH_1610587275_front.jpeg', 'https://s3.amazonaws.com/s3.myslabs.com/media/KJZGJAH_1610587275_back.jpeg']"
12,['2x Zion Williamson Prizm PSA 10 '],"['$1,250']",Sold,"['Jan', '14,', '2021']","['https://s3.amazonaws.com/s3.myslabs.com/media/KTUEBCC_1610587053_front.jpeg', 'https://s3.amazonaws.com/s3.myslabs.com/media/KTUEBCC_1610587053_back.jpeg']"
13,['James Harden'],['$595'],Sold,"['Jan', '14,', '2021']","['https://s3.amazonaws.com/s3.myslabs.com/media/XKDIBHV_1610586361_front.jpeg', 'https://s3.amazonaws.com/s3.myslabs.com/media/XKDIBHV_1610586361_back.jpeg']"
14,['James Harden'],['$400'],Sold,"['Jan', '14,', '2021']","['https://s3.amazonaws.com/s3.myslabs.com/media/SUTUJDP_1610586191_front.jpeg', 'https://s3.amazonaws.com/s3.myslabs.com/media/SUTUJDP_1610586191_back.jpeg']"
15,['Zion Williamson Revolution'],['$50'],Sold,"['Jan', '14,', '2021']","['https://s3.amazonaws.com/s3.myslabs.com/media/AEGFCAU_1610585678_front.jpeg', 'https://s3.amazonaws.com/s3.myslabs.com/media/AEGFCAU_1610585678_back.jpeg']"
16,['Mike Trout'],"['$1,700']",Sold,"['Jan', '14,', '2021']","['https://s3.amazonaws.com/s3.myslabs.com/media/JMBSVFU_1610581903_front.jpeg', 'https://s3.amazonaws.com/s3.myslabs.com/media/JMBSVFU_1610581903_back.jpeg']"
17,['1997 Skybox Metal Universe Tim Duncan RC SGC 10'],['$307.5'],Sold,"['Jan', '14,', '2021']","['https://s3.amazonaws.com/s3.myslabs.com/media/JTFJFOR_1610581242_front.jpeg', 'https://s3.amazonaws.com/s3.myslabs.com/media/JTFJFOR_1610581242_back.jpeg']"
18,"['Fernando Tatis, Jr.']","['$4,000']",Sold,"['Jan', '14,', '2021']","['https://s3.amazonaws.com/s3.myslabs.com/media/FUSEJBF_1610576569_front.jpeg', 'https://s3.amazonaws.com/s3.myslabs.com/media/FUSEJBF_1610576569_back.jpeg']"
19,['LeBron James'],"['$2,900']",Sold,"['Jan', '14,', '2021']","['https://s3.amazonaws.com/s3.myslabs.com/media/CSGZLMY_1610572796_front.jpeg', 'https://s3.amazonaws.com/s3.myslabs.com/media/CSGZLMY_1610572796_back.jpeg']"
20,['2019 SELECT JAXSON HAYES #170 SCOPE PRIZM'],['$25'],Sold,"['Jan', '13,', '2021']","['https://s3.amazonaws.com/s3.myslabs.com/media/UUWJLDC_1610565765_front.jpeg', 'https://s3.amazonaws.com/s3.myslabs.com/media/UUWJLDC_1610565765_back.jpeg']"
21,['2019 PRIZM JAYLEN NOWELL SILVER'],['$20'],Sold,"['Jan', '13,', '2021']","['https://s3.amazonaws.com/s3.myslabs.com/media/YJDFLYJ_1610565716_front.jpeg', 'https://s3.amazonaws.com/s3.myslabs.com/media/YJDFLYJ_1610565716_back.jpeg']"
22,['2019 PRIZM JAYLEN NOWELL SILVER'],['$20'],Sold,"['Jan', '13,', '2021']","['https://s3.amazonaws.com/s3.myslabs.com/media/EYLBDYE_1610565641_front.jpeg', 'https://s3.amazonaws.com/s3.myslabs.com/media/EYLBDYE_1610565641_back.jpeg']"
23,['2019 PRIZM GRANT WILLIAMS SILVER'],['$20'],Sold,"['Jan', '13,', '2021']","['https://s3.amazonaws.com/s3.myslabs.com/media/GWWKPZO_1610565557_front.jpeg', 'https://s3.amazonaws.com/s3.myslabs.com/media/GWWKPZO_1610565557_back.jpeg']"
24,['2019 HOOPS JA MORANT'],['$35'],Sold,"['Jan', '13,', '2021']","['https://s3.amazonaws.com/s3.myslabs.com/media/KPHCUMW_1610565308_front.jpeg', 'https://s3.amazonaws.com/s3.myslabs.com/media/KPHCUMW_1610565308_back.jpeg']"
25,['2019 HOOPS JA MORANT'],['$35'],Sold,"['Jan', '13,', '2021']","['https://s3.amazonaws.com/s3.myslabs.com/media/KGGZPRS_1610565237_front.jpeg', 'https://s3.amazonaws.com/s3.myslabs.com/media/KGGZPRS_1610565237_back.jpeg']"
26,['2019 HOOPS JA MORANT'],['$35'],Sold,"['Jan', '13,', '2021']","['https://s3.amazonaws.com/s3.myslabs.com/media/SGLHJAO_1610565138_front.jpeg', 'https://s3.amazonaws.com/s3.myslabs.com/media/SGLHJAO_1610565138_back.jpeg']"
27,['2019 SELECT ZION WILLIAMSON #1'],['$100'],Sold,"['Jan', '13,', '2021']","['https://s3.amazonaws.com/s3.myslabs.com/media/VSDPOLN_1610564960_front.jpeg', 'https://s3.amazonaws.com/s3.myslabs.com/media/VSDPOLN_1610564960_back.jpeg']"
28,['2019 SELECT LUKA DONCIC DIE CUT BLUE'],['$200'],Sold,"['Jan', '14,', '2021']","['https://s3.amazonaws.com/s3.myslabs.com/media/ROCIVDZ_1610564716_front.jpeg', 'https://s3.amazonaws.com/s3.myslabs.com/media/ROCIVDZ_1610564716_back.jpeg']"
29,['2019 SELECT DeANDRE HUNTER #40'],['$15'],Sold,"['Jan', '13,', '2021']","['https://s3.amazonaws.com/s3.myslabs.com/media/XANXVZG_1610564670_front.jpeg', 'https://s3.amazonaws.com/s3.myslabs.com/media/XANXVZG_1610564670_back.jpeg']"
30,['2019 SELECT DeANDRE HUNTER #40'],['$15'],Sold,"['Jan', '13,', '2021']","['https://s3.amazonaws.com/s3.myslabs.com/media/DOCRYXJ_1610564623_front.jpeg', 'https://s3.amazonaws.com/s3.myslabs.com/media/DOCRYXJ_1610564623_back.jpeg']"
31,['2019 SELECT DeANDRE HUNTER #136'],['$40'],Sold,"['Jan', '13,', '2021']","['https://s3.amazonaws.com/s3.myslabs.com/media/OMEXKRP_1610564559_front.jpeg', 'https://s3.amazonaws.com/s3.myslabs.com/media/OMEXKRP_1610564559_back.jpeg']"
32,['2019 SELECT COBY WHITE #48'],['$20'],Sold,"['Jan', '13,', '2021']","['https://s3.amazonaws.com/s3.myslabs.com/media/NAKBWXG_1610564464_front.jpeg', 'https://s3.amazonaws.com/s3.myslabs.com/media/NAKBWXG_1610564464_back.jpeg']"
33,['2019 SELECT COBY WHITE #48'],['$20'],Sold,"['Jan', '13,', '2021']","['https://s3.amazonaws.com/s3.myslabs.com/media/SSGRLXR_1610564419_front.jpeg', 'https://s3.amazonaws.com/s3.myslabs.com/media/SSGRLXR_1610564419_back.jpeg']"
34,['2019 SELECT COBY WHITE #194'],['$45'],Sold,"['Jan', '13,', '2021']","['https://s3.amazonaws.com/s3.myslabs.com/media/NSSMPYH_1610564267_front.jpeg', 'https://s3.amazonaws.com/s3.myslabs.com/media/NSSMPYH_1610564267_back.jpeg']"
35,['2019 SELECT RJ BARRETT'],['$50'],Sold,"['Jan', '13,', '2021']","['https://s3.amazonaws.com/s3.myslabs.com/media/KXAVYNS_1610564223_front.jpeg', 'https://s3.amazonaws.com/s3.myslabs.com/media/KXAVYNS_1610564223_back.jpeg']"
36,['2019 SELECT RJ BARRETT'],['$50'],Sold,"['Jan', '13,', '2021']","['https://s3.amazonaws.com/s3.myslabs.com/media/IHYNERC_1610564087_front.jpeg', 'https://s3.amazonaws.com/s3.myslabs.com/media/IHYNERC_1610564087_back.jpeg']"
37,['2019 SELECT RJ BARRETT'],['$50'],Sold,"['Jan', '13,', '2021']","['https://s3.amazonaws.com/s3.myslabs.com/media/CGJJIFU_1610564047_front.jpeg', 'https://s3.amazonaws.com/s3.myslabs.com/media/CGJJIFU_1610564047_back.jpeg']"
38,['2019 SELECT RJ BARRETT'],['$50'],Sold,"['Jan', '13,', '2021']","['https://s3.amazonaws.com/s3.myslabs.com/media/JCLBKWG_1610563939_front.jpeg', 'https://s3.amazonaws.com/s3.myslabs.com/media/JCLBKWG_1610563939_back.jpeg']"
39,['2019 SELECT LEBRON JAMES #47'],['$20'],Sold,"['Jan', '13,', '2021']","['https://s3.amazonaws.com/s3.myslabs.com/media/RYRMBBV_1610563866_front.jpeg', 'https://s3.amazonaws.com/s3.myslabs.com/media/RYRMBBV_1610563866_back.jpeg']"
40,['2019 SELECT TYLER HERRO #63'],['$50'],Sold,"['Jan', '13,', '2021']","['https://s3.amazonaws.com/s3.myslabs.com/media/FFTXEHJ_1610563829_front.jpeg', 'https://s3.amazonaws.com/s3.myslabs.com/media/FFTXEHJ_1610563829_back.jpeg']"
41,['2019 SELECT TYLER HERRO #63'],['$50'],Sold,"['Jan', '13,', '2021']","['https://s3.amazonaws.com/s3.myslabs.com/media/RIRXLHU_1610563757_front.jpeg', 'https://s3.amazonaws.com/s3.myslabs.com/media/RIRXLHU_1610563757_back.jpeg']"
42,['2019 PANINI STICKERS ZION WILLIAMSON'],['$22'],Sold,"['Jan', '13,', '2021']","['https://s3.amazonaws.com/s3.myslabs.com/media/ZDZLXGS_1610563688_front.jpeg', 'https://s3.amazonaws.com/s3.myslabs.com/media/ZDZLXGS_1610563688_back.jpeg']"
43,['2019 OPTIC FANACTICS COBY WHITE'],['$45'],Sold,"['Jan', '13,', '2021']","['https://s3.amazonaws.com/s3.myslabs.com/media/PRPHORA_1610563656_front.jpeg', 'https://s3.amazonaws.com/s3.myslabs.com/media/PRPHORA_1610563656_back.jpeg']"
44,['2019 OPTIC FANACTICS COBY WHITE'],['$45'],Sold,"['Jan', '14,', '2021']","['https://s3.amazonaws.com/s3.myslabs.com/media/PDFZEMS_1610563613_front.jpeg', 'https://s3.amazonaws.com/s3.myslabs.com/media/PDFZEMS_1610563613_back.jpeg']"
45,['2019 OPTIC FANACTICS ZION WILLIAMSON'],['$125'],Sold,"['Jan', '13,', '2021']","['https://s3.amazonaws.com/s3.myslabs.com/media/XCZPGTH_1610563502_front.jpeg', 'https://s3.amazonaws.com/s3.myslabs.com/media/XCZPGTH_1610563502_back.jpeg']"
46,['2019 OPTIC FANACTICS ZION WILLIAMSON'],['$125'],Sold,"['Jan', '13,', '2021']","['https://s3.amazonaws.com/s3.myslabs.com/media/REFTTYF_1610563432_front.jpeg', 'https://s3.amazonaws.com/s3.myslabs.com/media/REFTTYF_1610563432_back.jpeg']"
47,['2019 OPTIC FANACTICS JA MORANT'],['$100'],Sold,"['Jan', '14,', '2021']","['https://s3.amazonaws.com/s3.myslabs.com/media/ZYVYMKM_1610563026_front.jpeg', 'https://s3.amazonaws.com/s3.myslabs.com/media/ZYVYMKM_1610563026_back.jpeg']"
48,['2019 OPTIC FANACTICS JA MORANT'],['$100'],Sold,"['Jan', '13,', '2021']","['https://s3.amazonaws.com/s3.myslabs.com/media/XKRYGNM_1610562982_front.jpeg', 'https://s3.amazonaws.com/s3.myslabs.com/media/XKRYGNM_1610562982_back.jpeg']"
49,['2019 OPTIC FANACTICS JA MORANT'],['$101'],Sold,"['Jan', '14,', '2021']","['https://s3.amazonaws.com/s3.myslabs.com/media/SROHYWC_1610562883_front.jpeg', 'https://s3.amazonaws.com/s3.myslabs.com/media/SROHYWC_1610562883_back.jpeg']"
50,['2019 OPTIC FANACTICS R J BARRETT '],['$35'],Sold,"['Jan', '13,', '2021']","['https://s3.amazonaws.com/s3.myslabs.com/media/FKOZVFR_1610562797_front.jpeg', 'https://s3.amazonaws.com/s3.myslabs.com/media/FKOZVFR_1610562797_back.jpeg']"
51,['2003 TOPPS KOBE BRYANT PSA 10'],['$200'],Sold,"['Jan', '13,', '2021']","['https://s3.amazonaws.com/s3.myslabs.com/media/GCETHDU_1610562314_front.jpeg', 'https://s3.amazonaws.com/s3.myslabs.com/media/GCETHDU_1610562314_back.jpeg']"
52,['2019 PRIZM RUI HACHIMURA'],['$35'],Sold,"['Jan', '13,', '2021']","['https://s3.amazonaws.com/s3.myslabs.com/media/FYHVDWE_1610562036_front.jpeg', 'https://s3.amazonaws.com/s3.myslabs.com/media/FYHVDWE_1610562036_back.jpeg']"
53,['2019 PRIZM RUI HACHIMURA'],['$40'],Sold,"['Jan', '13,', '2021']","['https://s3.amazonaws.com/s3.myslabs.com/media/IOFBABJ_1610561898_front.jpeg', 'https://s3.amazonaws.com/s3.myslabs.com/media/IOFBABJ_1610561898_back.jpeg']"
54,['Juan Soto'],['$295'],Sold,"['Jan', '14,', '2021']","['https://s3.amazonaws.com/s3.myslabs.com/media/FIGZNZR_1610560871_front.jpeg', 'https://s3.amazonaws.com/s3.myslabs.com/media/FIGZNZR_1610560871_back.jpeg']"
55,['Ronald Acuna Jr. '],['$800'],Sold,"['Jan', '13,', '2021']","['https://s3.amazonaws.com/s3.myslabs.com/media/GLWLTSZ_1610557394_front.jpeg', 'https://s3.amazonaws.com/s3.myslabs.com/media/GLWLTSZ_1610557394_back.jpeg']"
56,['2020 Bowman Chrome Bobby Witt Jr. 1st #BCP25'],['$150'],Sold,"['Jan', '14,', '2021']","['https://s3.amazonaws.com/s3.myslabs.com/media/PPMIBVM_1610556377_front.jpeg', 'https://s3.amazonaws.com/s3.myslabs.com/media/PPMIBVM_1610556377_back.jpeg']"
57,['Babe Ruth'],['$960'],Sold,"['Jan', '13,', '2021']","['https://s3.amazonaws.com/s3.myslabs.com/media/ZOKHWNT_1610554231_front.jpeg', 'https://s3.amazonaws.com/s3.myslabs.com/media/ZOKHWNT_1610554231_back.jpeg']"
58,['2018 Prizm Luka Doncic PSA 10'],"['$1,595']",Sold,"['Jan', '14,', '2021']","['https://s3.amazonaws.com/s3.myslabs.com/media/XHLBLAY_1610551816_front.jpeg', 'https://s3.amazonaws.com/s3.myslabs.com/media/XHLBLAY_1610551816_back.jpeg']"
